RequestID,RequesterName,CertificateTemplate,CertificateIssuedCommonName,CertificateSubject,CertificateSANs,EnhancedKeyUsage,CertificateValidityStart,CertificateValidityEnd,SerialNumber,RequestSubmissionTime,RequestDisposition,EKU,Abuse_Flag
20575,contoso.com\marthaf,ServerCertificate,Martha Foster,"CN=Martha Foster, OU=Finance, DC=intra.contoso.local",RFC822:marthaf@contoso.com,Server Authentication,2023-08-13 17:39:11,2025-08-12 17:39:11,1000273,2023-08-13 17:39:11,Issued,Server Authentication,
21407,contoso.com\sal-pc737$,AdminCertificate,sal-pc737.intra.contoso.local,CN=sal-pc737.intra.contoso.local,"DNS:sal-pc737.intra.contoso.local, IP:192.168.155.224","Client Authentication, Any Purpose",2023-12-04 01:14:02,2025-12-03 01:14:02,1000100,2023-12-04 01:14:02,Issued,"Client Authentication, Any Purpose",
21347,contoso.com\stevenstewart,EncryptionCertificate,Steven Stewart,"CN=Steven Stewart, OU=IT, DC=intra.contoso.local","RFC822:stevenstewart@contoso.com, RFC822:stevenstewart@contoso.com, RFC822:stevenstewart@contoso.com",Secure Email,2024-01-02 18:25:03,2026-01-01 18:25:03,1000975,2024-01-02 18:25:03,Issued,Secure Email,
20895,contoso.com\dreynolds,UserCertificate,Debra Reynolds,"CN=Debra Reynolds, OU=Marketing, DC=intra.contoso.local","RFC822:dreynolds@contoso.com, UPN:dreynolds@contoso.com, RFC822:dreynolds@contoso.com","Client Authentication, Secure Email",2024-09-17 20:41:13,2026-09-17 20:41:13,1000242,2024-09-17 20:41:13,Issued,"Client Authentication, Secure Email",
20145,contoso.com\karenw,ServerCertificate,Karen West,"CN=Karen West, OU=Legal, DC=intra.contoso.local",RFC822:karenw@contoso.com,Server Authentication,2024-04-12 23:35:37,2026-04-12 23:35:37,1000372,2024-04-12 23:35:37,Issued,Server Authentication,
21039,contoso.com\sal-pc882$,EncryptionCertificate,sal-pc882.intra.contoso.local,CN=sal-pc882.intra.contoso.local,IP:192.168.165.25,Secure Email,2024-02-16 06:23:38,2026-02-15 06:23:38,1000419,2024-02-16 06:23:38,Issued,Secure Email,
21874,contoso.com\sal-pc517$,AdminCertificate,sal-pc517.intra.contoso.local,CN=sal-pc517.intra.contoso.local,"DNS:sal-pc517.intra.contoso.local, DNS:sal-pc517.intra.contoso.local, DNS:sal-pc517.intra.contoso.local","Client Authentication, Any Purpose",2024-09-21 01:55:36,2026-09-21 01:55:36,1000792,2024-09-21 01:55:36,Issued,"Client Authentication, Any Purpose",
20708,contoso.com\chelseat,VPNCertificate,Chelsea Tran,"CN=Chelsea Tran, OU=Finance, DC=intra.contoso.local","UPN:chelseat@contoso.com, UPN:chelseat@contoso.com, URI:https://contoso.com/users/chelseat",Client Authentication,2024-11-09 08:12:06,2026-11-09 08:12:06,1000867,2024-11-09 08:12:06,Issued,Client Authentication,
21237,contoso.com\marcusw,SMIMECertificate,Marcus Wilson,"CN=Marcus Wilson, OU=Engineering, DC=intra.contoso.local","RFC822:marcusw@contoso.com, URI:https://contoso.com/users/marcusw, UPN:marcusw@contoso.com",Secure Email,2023-08-27 04:31:58,2025-08-26 04:31:58,1000108,2023-08-27 04:31:58,Issued,Secure Email,
21894,contoso.com\leg-pc243$,CodeSigningCertificate,leg-pc243.intra.contoso.local,CN=leg-pc243.intra.contoso.local,"DNS:leg-pc243.intra.contoso.local, DNS:leg-pc243.intra.contoso.local",Code Signing,2024-11-13 07:46:27,2026-11-13 07:46:27,1000512,2024-11-13 07:46:27,Issued,Code Signing,
21079,contoso.com\bthornton,VPNCertificate,Brian Thornton,"CN=Brian Thornton, OU=HR, DC=intra.contoso.local","RFC822:bthornton@contoso.com, URI:https://contoso.com/users/bthornton",Client Authentication,2024-11-14 10:48:14,2026-11-14 10:48:14,1000973,2024-11-14 10:48:14,Issued,Client Authentication,
21052,contoso.com\hr-pc299$,CodeSigningCertificate,hr-pc299.intra.contoso.local,CN=hr-pc299.intra.contoso.local,IP:10.47.28.117,Code Signing,2024-07-09 09:18:39,2026-07-09 09:18:39,1000660,2024-07-09 09:18:39,Issued,Code Signing,
20515,contoso.com\eng-pc167$,UnknownTemplate,eng-pc167.intra.contoso.local,CN=eng-pc167.intra.contoso.local,"DNS:eng-pc167.intra.contoso.local, IP:172.21.157.146",UnknownUsage,2024-01-12 18:56:52,2026-01-11 18:56:52,1000021,2024-01-12 18:56:52,Issued,UnknownUsage,
20771,contoso.com\tonyat,EmailCertificate,Tonya Turner,"CN=Tonya Turner, OU=IT, DC=intra.contoso.local",RFC822:tonyat@contoso.com,Secure Email,2023-11-14 16:48:20,2025-11-13 16:48:20,1000070,2023-11-14 16:48:20,Issued,Secure Email,
20208,contoso.com\stephanier,CodeSigningCertificate,Stephanie Ray,"CN=Stephanie Ray, OU=Sales, DC=intra.contoso.local","URI:https://contoso.com/users/stephanier, URI:https://contoso.com/users/stephanier, RFC822:stephanier@contoso.com",Code Signing,2025-02-28 17:09:15,2027-02-28 17:09:15,1000621,2025-02-28 17:09:15,Issued,Code Signing,
21669,contoso.com\devins,EncryptionCertificate,Devin Stewart,"CN=Devin Stewart, OU=IT, DC=intra.contoso.local","UPN:devins@contoso.com, RFC822:devins@contoso.com",Secure Email,2024-08-24 14:22:48,2026-08-24 14:22:48,1000508,2024-08-24 14:22:48,Issued,Secure Email,
20225,contoso.com\david.peters,AdminCertificate,David Peters,"CN=David Peters, OU=Engineering, DC=intra.contoso.local",URI:https://contoso.com/users/david.peters,"Client Authentication, Any Purpose",2024-09-22 04:45:51,2026-09-22 04:45:51,1000825,2024-09-22 04:45:51,Issued,"Client Authentication, Any Purpose",
21558,contoso.com\tiffanys,UserCertificate,Tiffany Salazar,"CN=Tiffany Salazar, OU=Engineering, DC=intra.contoso.local","UPN:tiffanys@contoso.com, URI:https://contoso.com/users/tiffanys, RFC822:tiffanys@contoso.com","Client Authentication, Secure Email",2023-09-29 11:46:36,2025-09-28 11:46:36,1000257,2023-09-29 11:46:36,Issued,"Client Authentication, Secure Email",
20121,contoso.com\wesleym,EncryptionCertificate,Wesley Martinez,"CN=Wesley Martinez, OU=Legal, DC=intra.contoso.local",URI:https://contoso.com/users/wesleym,Secure Email,2023-03-23 22:50:27,2025-03-22 22:50:27,1000636,2023-03-23 22:50:27,Issued,Secure Email,
21374,contoso.com\josephw,ServerCertificate,Joseph Ward,"CN=Joseph Ward, OU=Sales, DC=intra.contoso.local",UPN:josephw@contoso.com,Server Authentication,2024-05-15 19:06:40,2026-05-15 19:06:40,1000950,2024-05-15 19:06:40,Issued,Server Authentication,
20909,contoso.com\hr-pc151$,EmailCertificate,hr-pc151.intra.contoso.local,CN=hr-pc151.intra.contoso.local,IP:172.31.183.55,Secure Email,2025-02-19 09:50:47,2027-02-19 09:50:47,1000412,2025-02-19 09:50:47,Issued,Secure Email,
21415,contoso.com\christopherhill,DomainControllerCertificate,Christopher Hill,"CN=Christopher Hill, OU=IT, DC=intra.contoso.local","URI:https://contoso.com/users/christopherhill, RFC822:christopherhill@contoso.com, RFC822:christopherhill@contoso.com","Client Authentication, Server Authentication",2024-08-21 06:30:33,2026-08-21 06:30:33,1000115,2024-08-21 06:30:33,Issued,"Client Authentication, Server Authentication",
20815,contoso.com\matthewdiaz,ServerCertificate,Matthew Diaz,"CN=Matthew Diaz, OU=Marketing, DC=intra.contoso.local",UPN:matthewdiaz@contoso.com,Server Authentication,2023-06-23 21:54:36,2025-06-22 21:54:36,1000161,2023-06-23 21:54:36,Issued,Server Authentication,
21453,contoso.com\fin-pc468$,MachineCertificate,fin-pc468.intra.contoso.local,CN=fin-pc468.intra.contoso.local,"IP:192.168.220.130, DNS:fin-pc468.intra.contoso.local","Client Authentication, Server Authentication",2025-02-27 00:08:29,2027-02-27 00:08:29,1000260,2025-02-27 00:08:29,Issued,"Client Authentication, Server Authentication",
21978,contoso.com\samanthastevenson,ServerCertificate,Samantha Stevenson,"CN=Samantha Stevenson, OU=Operations, DC=intra.contoso.local","UPN:samanthastevenson@contoso.com, URI:https://contoso.com/users/samanthastevenson, UPN:samanthastevenson@contoso.com",Server Authentication,2025-02-10 15:55:48,2027-02-10 15:55:48,1000240,2025-02-10 15:55:48,Issued,Server Authentication,
20733,contoso.com\shannon.dean,SMIMECertificate,Shannon Dean,"CN=Shannon Dean, OU=Finance, DC=intra.contoso.local","URI:https://contoso.com/users/shannon.dean, RFC822:shannon.dean@contoso.com, URI:https://contoso.com/users/shannon.dean",Secure Email,2024-01-26 11:10:41,2026-01-25 11:10:41,1000759,2024-01-26 11:10:41,Issued,Secure Email,
21638,contoso.com\lsmith,MachineCertificate,Lisa Smith,"CN=Lisa Smith, OU=IT, DC=intra.contoso.local","UPN:lsmith@contoso.com, UPN:lsmith@contoso.com, RFC822:lsmith@contoso.com","Client Authentication, Server Authentication",2023-10-03 21:48:15,2025-10-02 21:48:15,1000003,2023-10-03 21:48:15,Issued,"Client Authentication, Server Authentication",
20662,contoso.com\emma.novak,EncryptionCertificate,Emma Novak,"CN=Emma Novak, OU=Engineering, DC=intra.contoso.local",UPN:emma.novak@contoso.com,Secure Email,2023-09-08 08:26:51,2025-09-07 08:26:51,1000266,2023-09-08 08:26:51,Issued,Secure Email,
21188,contoso.com\ericbrown,ServerCertificate,Eric Brown,"CN=Eric Brown, OU=Operations, DC=intra.contoso.local","UPN:ericbrown@contoso.com, RFC822:ericbrown@contoso.com, URI:https://contoso.com/users/ericbrown",Server Authentication,2024-08-10 00:57:28,2026-08-10 00:57:28,1000949,2024-08-10 00:57:28,Issued,Server Authentication,
21023,contoso.com\keithglenn,SMIMECertificate,Keith Glenn,"CN=Keith Glenn, OU=IT, DC=intra.contoso.local","UPN:keithglenn@contoso.com, UPN:keithglenn@contoso.com",Secure Email,2025-02-09 06:34:11,2027-02-09 06:34:11,1000450,2025-02-09 06:34:11,Issued,Secure Email,
20112,contoso.com\mcain,UserCertificate,Mark Cain,"CN=Mark Cain, OU=Marketing, DC=intra.contoso.local",RFC822:mcain@contoso.com,"Client Authentication, Secure Email",2023-12-27 12:37:49,2025-12-26 12:37:49,1000309,2023-12-27 12:37:49,Issued,"Client Authentication, Secure Email",
21856,contoso.com\anthonylewis,CodeSigningCertificate,Service,"CN=Anthony Lewis, OU=Operations, DC=intra.contoso.local","UPN:anthonylewis@contoso.com, DNS:anthony.contoso.com","Client Authentication, Smart Card Logon",2022-04-06 20:26:35,2025-06-04 20:26:35,7148108,2022-04-06 20:26:35,Issued,,1.0
20119,contoso.com\elizabethpeters,EncryptionCertificate,Elizabeth Peters,"CN=Elizabeth Peters, OU=Sales, DC=intra.contoso.local","UPN:elizabethpeters@contoso.com, UPN:elizabethpeters@contoso.com",Secure Email,2024-05-01 19:04:16,2026-05-01 19:04:16,1000390,2024-05-01 19:04:16,Issued,Secure Email,
20799,contoso.com\cheryls,DomainControllerCertificate,Cheryl Silva,"CN=Cheryl Silva, OU=IT, DC=intra.contoso.local",UPN:cheryls@contoso.com,"Client Authentication, Server Authentication",2024-06-18 13:20:51,2026-06-18 13:20:51,1000610,2024-06-18 13:20:51,Issued,"Client Authentication, Server Authentication",
20757,contoso.com\pruiz,VPNCertificate,Paula Ruiz,"CN=Paula Ruiz, OU=Engineering, DC=intra.contoso.local","RFC822:pruiz@contoso.com, RFC822:pruiz@contoso.com",Client Authentication,2023-11-07 23:45:39,2025-11-06 23:45:39,1000489,2023-11-07 23:45:39,Issued,Client Authentication,
21609,contoso.com\sal-pc570$,EncryptionCertificate,sal-pc570.intra.contoso.local,CN=sal-pc570.intra.contoso.local,"DNS:sal-pc570.intra.contoso.local, IP:172.24.68.14",Secure Email,2025-02-03 03:37:43,2027-02-03 03:37:43,1000819,2025-02-03 03:37:43,Issued,Secure Email,
20311,contoso.com\jonathanc,SMIMECertificate,Jonathan Christensen,"CN=Jonathan Christensen, OU=Marketing, DC=intra.contoso.local",RFC822:jonathanc@contoso.com,Secure Email,2025-01-08 13:37:15,2027-01-08 13:37:15,1000140,2025-01-08 13:37:15,Issued,Secure Email,
20346,contoso.com\sal-pc198$,MachineCertificate,sal-pc198.intra.contoso.local,CN=sal-pc198.intra.contoso.local,IP:192.168.173.242,"Client Authentication, Server Authentication",2024-11-17 14:03:52,2026-11-17 14:03:52,1000040,2024-11-17 14:03:52,Issued,"Client Authentication, Server Authentication",
20023,contoso.com\smartinez,AdminCertificate,Shannon Martinez,"CN=Shannon Martinez, OU=IT, DC=intra.contoso.local","RFC822:smartinez@contoso.com, UPN:smartinez@contoso.com","Client Authentication, Any Purpose",2025-01-11 23:04:04,2027-01-11 23:04:04,1000207,2025-01-11 23:04:04,Issued,"Client Authentication, Any Purpose",
20066,contoso.com\sal-pc593$,AdminCertificate,sal-pc593.intra.contoso.local,CN=sal-pc593.intra.contoso.local,"IP:172.26.40.105, DNS:sal-pc593.intra.contoso.local, DNS:sal-pc593.intra.contoso.local","Client Authentication, Any Purpose",2023-05-05 00:24:50,2025-05-04 00:24:50,1000614,2023-05-05 00:24:50,Issued,"Client Authentication, Any Purpose",
20220,contoso.com\jpreston,UserCertificate,Jack Preston,"CN=Jack Preston, OU=Legal, DC=intra.contoso.local","UPN:jpreston@contoso.com, UPN:jpreston@contoso.com, RFC822:jpreston@contoso.com","Client Authentication, Secure Email",2023-07-29 13:56:38,2025-07-28 13:56:38,1000212,2023-07-29 13:56:38,Issued,"Client Authentication, Secure Email",
20803,contoso.com\shawnross,EmailCertificate,Shawn Ross,"CN=Shawn Ross, OU=Operations, DC=intra.contoso.local",RFC822:shawnross@contoso.com,Secure Email,2023-12-03 09:57:01,2025-12-02 09:57:01,1000284,2023-12-03 09:57:01,Issued,Secure Email,
20425,contoso.com\tburke,DomainControllerCertificate,Thomas Burke,"CN=Thomas Burke, OU=IT, DC=intra.contoso.local","URI:https://contoso.com/users/tburke, URI:https://contoso.com/users/tburke","Client Authentication, Server Authentication",2024-04-25 06:33:20,2026-04-25 06:33:20,1000774,2024-04-25 06:33:20,Issued,"Client Authentication, Server Authentication",
21918,contoso.com\angelaallen,EncryptionCertificate,Angela Allen,"CN=Angela Allen, OU=Operations, DC=intra.contoso.local","URI:https://contoso.com/users/angelaallen, RFC822:angelaallen@contoso.com",Secure Email,2023-11-15 12:22:35,2025-11-14 12:22:35,1000190,2023-11-15 12:22:35,Issued,Secure Email,
21431,contoso.com\hr-pc975$,ServerCertificate,hr-pc975.intra.contoso.local,CN=hr-pc975.intra.contoso.local,DNS:hr-pc975.intra.contoso.local,Server Authentication,2024-03-21 20:03:26,2026-03-21 20:03:26,1000170,2024-03-21 20:03:26,Issued,Server Authentication,
21947,contoso.com\jhayes,ServerCertificate,Jerome Hayes,"CN=Jerome Hayes, OU=Finance, DC=intra.contoso.local",URI:https://contoso.com/users/jhayes,Server Authentication,2024-04-04 08:34:27,2026-04-04 08:34:27,1000316,2024-04-04 08:34:27,Issued,Server Authentication,
21586,contoso.com\jonathandominguez,UnknownTemplate,Jonathan Dominguez,"CN=Jonathan Dominguez, OU=Sales, DC=intra.contoso.local","URI:https://contoso.com/users/jonathandominguez, UPN:jonathandominguez@contoso.com",UnknownUsage,2024-06-02 03:12:17,2026-06-02 03:12:17,1000704,2024-06-02 03:12:17,Issued,UnknownUsage,
20908,contoso.com\mar-pc680$,CodeSigningCertificate,mar-pc680.intra.contoso.local,CN=mar-pc680.intra.contoso.local,IP:10.221.210.0,Code Signing,2023-12-04 11:20:44,2025-12-03 11:20:44,1000496,2023-12-04 11:20:44,Issued,Code Signing,
21194,contoso.com\kward,SMIMECertificate,Kenneth Ward,"CN=Kenneth Ward, OU=Operations, DC=intra.contoso.local","URI:https://contoso.com/users/kward, RFC822:kward@contoso.com, RFC822:kward@contoso.com",Secure Email,2023-08-29 14:34:20,2025-08-28 14:34:20,1000588,2023-08-29 14:34:20,Issued,Secure Email,
21798,contoso.com\fin-pc944$,ServerCertificate,fin-pc944.intra.contoso.local,CN=fin-pc944.intra.contoso.local,"IP:172.19.145.40, IP:172.23.8.201",Server Authentication,2025-01-17 05:43:07,2027-01-17 05:43:07,1000609,2025-01-17 05:43:07,Issued,Server Authentication,
21024,contoso.com\williebrown,DomainControllerCertificate,Willie Brown,"CN=Willie Brown, OU=IT, DC=intra.contoso.local",URI:https://contoso.com/users/williebrown,"Client Authentication, Server Authentication",2025-01-30 12:01:25,2027-01-30 12:01:25,1000067,2025-01-30 12:01:25,Issued,"Client Authentication, Server Authentication",
20490,contoso.com\it-pc765$,MachineCertificate,it-pc765.intra.contoso.local,CN=it-pc765.intra.contoso.local,"IP:172.21.169.23, IP:10.106.177.197, DNS:it-pc765.intra.contoso.local","Client Authentication, Server Authentication",2023-10-14 17:42:43,2025-10-13 17:42:43,1000593,2023-10-14 17:42:43,Issued,"Client Authentication, Server Authentication",
21375,contoso.com\sal-pc620$,ServerCertificate,sal-pc620.intra.contoso.local,CN=sal-pc620.intra.contoso.local,"IP:192.168.110.176, IP:192.168.105.180",Server Authentication,2023-09-04 17:22:53,2025-09-03 17:22:53,1000892,2023-09-04 17:22:53,Issued,Server Authentication,
21437,contoso.com\mdelgado,VPNCertificate,Matthew Delgado,"CN=Matthew Delgado, OU=HR, DC=intra.contoso.local",URI:https://contoso.com/users/mdelgado,Client Authentication,2024-11-11 22:46:13,2026-11-11 22:46:13,1000954,2024-11-11 22:46:13,Issued,Client Authentication,
20246,contoso.com\kimberlyw,MachineCertificate,Kimberly Watson,"CN=Kimberly Watson, OU=Sales, DC=intra.contoso.local","URI:https://contoso.com/users/kimberlyw, UPN:kimberlyw@contoso.com, RFC822:kimberlyw@contoso.com","Client Authentication, Server Authentication",2023-07-03 14:49:44,2025-07-02 14:49:44,1000960,2023-07-03 14:49:44,Issued,"Client Authentication, Server Authentication",
20443,contoso.com\it-pc102$,ServerCertificate,it-pc102.intra.contoso.local,CN=it-pc102.intra.contoso.local,"IP:172.23.120.6, IP:10.192.12.49, IP:192.168.86.67",Server Authentication,2023-12-26 09:48:45,2025-12-25 09:48:45,1000153,2023-12-26 09:48:45,Issued,Server Authentication,
20785,contoso.com\leg-pc926$,SMIMECertificate,leg-pc926.intra.contoso.local,CN=leg-pc926.intra.contoso.local,"DNS:leg-pc926.intra.contoso.local, IP:172.16.135.45, DNS:leg-pc926.intra.contoso.local",Secure Email,2023-08-21 00:59:11,2025-08-20 00:59:11,1000203,2023-08-21 00:59:11,Issued,Secure Email,
20845,contoso.com\mayala,EncryptionCertificate,Molly Ayala,"CN=Molly Ayala, OU=Finance, DC=intra.contoso.local",UPN:mayala@contoso.com,Secure Email,2024-07-07 11:33:48,2026-07-07 11:33:48,1000676,2024-07-07 11:33:48,Issued,Secure Email,
20901,contoso.com\oliviao,ServerCertificate,Olivia Osborne,"CN=Olivia Osborne, OU=Engineering, DC=intra.contoso.local",URI:https://contoso.com/users/oliviao,Server Authentication,2024-12-15 16:22:43,2026-12-15 16:22:43,1000745,2024-12-15 16:22:43,Issued,Server Authentication,
21571,contoso.com\sal-pc391$,AdminCertificate,sal-pc391.intra.contoso.local,CN=sal-pc391.intra.contoso.local,"IP:10.6.198.229, IP:192.168.110.175","Client Authentication, Any Purpose",2023-06-17 16:52:13,2025-06-16 16:52:13,1000206,2023-06-17 16:52:13,Issued,"Client Authentication, Any Purpose",
21800,contoso.com\leg-pc140$,EncryptionCertificate,leg-pc140.intra.contoso.local,CN=leg-pc140.intra.contoso.local,"DNS:leg-pc140.intra.contoso.local, IP:172.28.52.25, IP:192.168.23.239",Secure Email,2024-08-24 03:07:41,2026-08-24 03:07:41,1000686,2024-08-24 03:07:41,Issued,Secure Email,
21578,contoso.com\jessicaedwards,MachineCertificate,Jessica Edwards,"CN=Jessica Edwards, OU=Marketing, DC=intra.contoso.local","URI:https://contoso.com/users/jessicaedwards, UPN:jessicaedwards@contoso.com","Client Authentication, Server Authentication",2023-10-27 00:35:19,2025-10-26 00:35:19,1000117,2023-10-27 00:35:19,Issued,"Client Authentication, Server Authentication",
20794,contoso.com\daniel.myers,SMIMECertificate,Daniel Myers,"CN=Daniel Myers, OU=IT, DC=intra.contoso.local","UPN:daniel.myers@contoso.com, RFC822:daniel.myers@contoso.com",Secure Email,2024-07-25 11:41:30,2026-07-25 11:41:30,1000559,2024-07-25 11:41:30,Issued,Secure Email,
21464,contoso.com\sandy.phillips,VPNCertificate,Sandy Phillips,"CN=Sandy Phillips, OU=Sales, DC=intra.contoso.local","UPN:sandy.phillips@contoso.com, UPN:sandy.phillips@contoso.com, UPN:sandy.phillips@contoso.com",Client Authentication,2025-02-27 15:28:26,2027-02-27 15:28:26,1000976,2025-02-27 15:28:26,Issued,Client Authentication,
20972,contoso.com\fin-pc358$,MachineCertificate,fin-pc358.intra.contoso.local,CN=fin-pc358.intra.contoso.local,IP:10.230.136.226,"Client Authentication, Server Authentication",2023-03-08 14:03:30,2025-03-07 14:03:30,1000952,2023-03-08 14:03:30,Issued,"Client Authentication, Server Authentication",
20694,contoso.com\it-pc294$,UserCertificate,it-pc294.intra.contoso.local,CN=it-pc294.intra.contoso.local,"IP:192.168.82.5, IP:10.239.180.53","Client Authentication, Secure Email",2024-12-19 05:34:23,2026-12-19 05:34:23,1000540,2024-12-19 05:34:23,Issued,"Client Authentication, Secure Email",
21966,contoso.com\calebrice,MachineCertificate,Caleb Rice,"CN=Caleb Rice, OU=Finance, DC=intra.contoso.local","RFC822:calebrice@contoso.com, UPN:calebrice@contoso.com","Client Authentication, Server Authentication",2024-08-20 14:12:27,2026-08-20 14:12:27,1000191,2024-08-20 14:12:27,Issued,"Client Authentication, Server Authentication",
20726,contoso.com\bbuck,UnknownTemplate,Bill Buck,"CN=Bill Buck, OU=Operations, DC=intra.contoso.local",RFC822:bbuck@contoso.com,UnknownUsage,2023-07-10 04:00:54,2025-07-09 04:00:54,1000243,2023-07-10 04:00:54,Issued,UnknownUsage,
21849,contoso.com\anthonyc,CodeSigningCertificate,Anthony Carroll,"CN=Anthony Carroll, OU=IT, DC=intra.contoso.local",RFC822:anthonyc@contoso.com,Code Signing,2023-08-14 22:11:08,2025-08-13 22:11:08,1000865,2023-08-14 22:11:08,Issued,Code Signing,
21180,contoso.com\hr-pc354$,EncryptionCertificate,hr-pc354.intra.contoso.local,CN=hr-pc354.intra.contoso.local,"IP:10.147.162.84, DNS:hr-pc354.intra.contoso.local",Secure Email,2024-10-10 07:04:37,2026-10-10 07:04:37,1000185,2024-10-10 07:04:37,Issued,Secure Email,
20651,contoso.com\hectormaynard,ServerCertificate,Hector Maynard,"CN=Hector Maynard, OU=Legal, DC=intra.contoso.local","URI:https://contoso.com/users/hectormaynard, URI:https://contoso.com/users/hectormaynard",Server Authentication,2023-11-11 04:24:24,2025-11-10 04:24:24,1000711,2023-11-11 04:24:24,Issued,Server Authentication,
21356,contoso.com\stevenr,UserCertificate,Steven Reyes,"CN=Steven Reyes, OU=Legal, DC=intra.contoso.local","UPN:stevenr@contoso.com, UPN:stevenr@contoso.com","Client Authentication, Secure Email",2024-12-02 00:40:47,2026-12-02 00:40:47,1000457,2024-12-02 00:40:47,Issued,"Client Authentication, Secure Email",
20057,contoso.com\leg-pc773$,MachineCertificate,leg-pc773.intra.contoso.local,CN=leg-pc773.intra.contoso.local,"IP:192.168.47.136, IP:10.215.148.8, DNS:leg-pc773.intra.contoso.local","Client Authentication, Server Authentication",2023-03-25 20:41:23,2025-03-24 20:41:23,1000748,2023-03-25 20:41:23,Issued,"Client Authentication, Server Authentication",
21226,contoso.com\leg-pc493$,SMIMECertificate,leg-pc493.intra.contoso.local,CN=leg-pc493.intra.contoso.local,"IP:172.22.134.36, IP:172.18.177.168",Secure Email,2024-01-22 04:54:44,2026-01-21 04:54:44,1000357,2024-01-22 04:54:44,Issued,Secure Email,
21131,contoso.com\heathercruz,EncryptionCertificate,Heather Cruz,"CN=Heather Cruz, OU=Engineering, DC=intra.contoso.local","URI:https://contoso.com/users/heathercruz, UPN:heathercruz@contoso.com",Secure Email,2023-06-30 08:08:59,2025-06-29 08:08:59,1000823,2023-06-30 08:08:59,Issued,Secure Email,
21363,contoso.com\williamm,EncryptionCertificate,William Morales,"CN=William Morales, OU=Sales, DC=intra.contoso.local","UPN:williamm@contoso.com, RFC822:williamm@contoso.com",Secure Email,2024-05-25 08:51:57,2026-05-25 08:51:57,1000935,2024-05-25 08:51:57,Issued,Secure Email,
21331,contoso.com\hr-pc190$,CodeSigningCertificate,hr-pc190.intra.contoso.local,CN=hr-pc190.intra.contoso.local,"IP:10.11.79.9, IP:172.18.77.165, IP:192.168.127.16",Code Signing,2024-05-23 06:29:17,2026-05-23 06:29:17,1000022,2024-05-23 06:29:17,Issued,Code Signing,
21657,contoso.com\cynthiafuller,EmailCertificate,Cynthia Fuller,"CN=Cynthia Fuller, OU=HR, DC=intra.contoso.local",RFC822:cynthiafuller@contoso.com,Secure Email,2025-02-01 18:13:10,2027-02-01 18:13:10,1000433,2025-02-01 18:13:10,Issued,Secure Email,
20677,contoso.com\james.morris,EmailCertificate,James Morris,"CN=James Morris, OU=Legal, DC=intra.contoso.local","URI:https://contoso.com/users/james.morris, RFC822:james.morris@contoso.com",Secure Email,2025-02-06 06:22:51,2027-02-06 06:22:51,1000763,2025-02-06 06:22:51,Issued,Secure Email,
20983,contoso.com\hherrera,CodeSigningCertificate,Hannah Herrera,"CN=Hannah Herrera, OU=IT, DC=intra.contoso.local",URI:https://contoso.com/users/hherrera,Code Signing,2024-01-27 06:23:43,2026-01-26 06:23:43,1000709,2024-01-27 06:23:43,Issued,Code Signing,
20253,contoso.com\ope-pc371$,CodeSigningCertificate,ope-pc371.intra.contoso.local,CN=ope-pc371.intra.contoso.local,DNS:ope-pc371.intra.contoso.local,Code Signing,2023-10-15 09:39:49,2025-10-14 09:39:49,1000137,2023-10-15 09:39:49,Issued,Code Signing,
21818,contoso.com\shane.vaughn,CodeSigningCertificate,Shane Vaughn,"CN=Shane Vaughn, OU=Finance, DC=intra.contoso.local","URI:https://contoso.com/users/shane.vaughn, UPN:shane.vaughn@contoso.com",Code Signing,2024-03-04 03:03:14,2026-03-04 03:03:14,1000150,2024-03-04 03:03:14,Issued,Code Signing,
21092,contoso.com\fin-pc411$,ServerCertificate,fin-pc411.intra.contoso.local,CN=fin-pc411.intra.contoso.local,"IP:10.159.207.117, IP:172.31.70.96, DNS:fin-pc411.intra.contoso.local",Server Authentication,2024-12-21 08:30:39,2026-12-21 08:30:39,1000656,2024-12-21 08:30:39,Issued,Server Authentication,
20961,contoso.com\destinyharris,CodeSigningCertificate,Destiny Harris,"CN=Destiny Harris, OU=Operations, DC=intra.contoso.local","UPN:destinyharris@contoso.com, RFC822:destinyharris@contoso.com",Code Signing,2023-08-25 23:03:36,2025-08-24 23:03:36,1000948,2023-08-25 23:03:36,Issued,Code Signing,
20823,contoso.com\john.mccoy,DomainControllerCertificate,John Mccoy,"CN=John Mccoy, OU=Sales, DC=intra.contoso.local","RFC822:john.mccoy@contoso.com, URI:https://contoso.com/users/john.mccoy","Client Authentication, Server Authentication",2024-01-06 03:56:46,2026-01-05 03:56:46,1000466,2024-01-06 03:56:46,Issued,"Client Authentication, Server Authentication",
20437,contoso.com\nicole.martin,ServerCertificate,Nicole Martin,"CN=Nicole Martin, OU=HR, DC=intra.contoso.local",UPN:nicole.martin@contoso.com,Server Authentication,2023-03-13 15:46:36,2025-03-12 15:46:36,1000977,2023-03-13 15:46:36,Issued,Server Authentication,
21498,contoso.com\andre.hale,MachineCertificate,Andre Hale,"CN=Andre Hale, OU=Sales, DC=intra.contoso.local","RFC822:andre.hale@contoso.com, URI:https://contoso.com/users/andre.hale, RFC822:andre.hale@contoso.com","Client Authentication, Server Authentication",2023-10-20 08:25:34,2025-10-19 08:25:34,1000254,2023-10-20 08:25:34,Issued,"Client Authentication, Server Authentication",
