RequestID,RequesterName,CertificateTemplate,CertificateIssuedCommonName,CertificateSubject,CertificateSANs,EnhancedKeyUsage,CertificateValidityStart,CertificateValidityEnd,SerialNumber,RequestSubmissionTime,RequestDisposition,EKU,Abuse_Flag
26184,contoso.com\seanfernandez,UserCertificate,Sean Fernandez,"CN=Sean Fernandez, OU=Legal, DC=intra.contoso.local","RFC822:seanfernandez@contoso.com, UPN:seanfernandez@contoso.com, RFC822:seanfernandez@contoso.com","Client Authentication, Secure Email",2025-02-13 04:15:35,2027-02-13 04:15:35,1001032,2025-02-13 04:15:35,Issued,"Client Authentication, Secure Email",0
16025,contoso.com\hannah.taylor,VPNCertificate,Hannah Taylor,"CN=Hannah Taylor, OU=Finance, DC=intra.contoso.local","RFC822:hannah.taylor@contoso.com, RFC822:hannah.taylor@contoso.com",Client Authentication,2025-01-28 17:20:30,2027-01-28 17:20:30,1001033,2025-01-28 17:20:30,Issued,Client Authentication,0
22958,contoso.com\ope-pc423$,SMIMECertificate,ope-pc423.intra.contoso.local,CN=ope-pc423.intra.contoso.local,IP:10.72.84.89,Secure Email,2024-06-25 03:09:05,2026-06-25 03:09:05,1001034,2024-06-25 03:09:05,Issued,Secure Email,0
11049,contoso.com\pamelac,DomainControllerCertificate,Pamela Cruz,"CN=Pamela Cruz, OU=Operations, DC=intra.contoso.local",URI:https://contoso.com/users/pamelac,"Client Authentication, Server Authentication",2023-12-09 06:00:22,2025-12-08 06:00:22,1001035,2023-12-09 06:00:22,Issued,"Client Authentication, Server Authentication",0
10154,contoso.com\thomass,VPNCertificate,Thomas Snyder,"CN=Thomas Snyder, OU=Engineering, DC=intra.contoso.local",UPN:thomass@contoso.com,Client Authentication,2023-11-28 03:40:02,2025-11-27 03:40:02,1001036,2023-11-28 03:40:02,Issued,Client Authentication,0
16832,contoso.com\mar-pc403$,UserCertificate,mar-pc403.intra.contoso.local,CN=mar-pc403.intra.contoso.local,DNS:mar-pc403.intra.contoso.local,"Client Authentication, Secure Email",2024-11-05 08:01:46,2026-11-05 08:01:46,1001037,2024-11-05 08:01:46,Issued,"Client Authentication, Secure Email",0
11635,contoso.com\mar-pc330$,EncryptionCertificate,mar-pc330.intra.contoso.local,CN=mar-pc330.intra.contoso.local,"IP:10.129.225.147, IP:10.154.60.12",Secure Email,2024-01-11 20:58:55,2026-01-10 20:58:55,1001038,2024-01-11 20:58:55,Issued,Secure Email,0
29497,contoso.com\rhuffman,UserCertificate,Robert Huffman,"CN=Robert Huffman, OU=HR, DC=intra.contoso.local","UPN:rhuffman@contoso.com, RFC822:rhuffman@contoso.com, UPN:rhuffman@contoso.com","Client Authentication, Secure Email",2024-02-24 05:05:26,2026-02-23 05:05:26,1001039,2024-02-24 05:05:26,Issued,"Client Authentication, Secure Email",0
12306,contoso.com\ncox,CodeSigningCertificate,Nicole Cox,"CN=Nicole Cox, OU=HR, DC=intra.contoso.local","UPN:ncox@contoso.com, URI:https://contoso.com/users/ncox, UPN:ncox@contoso.com",Code Signing,2024-08-11 06:10:42,2026-08-11 06:10:42,1001040,2024-08-11 06:10:42,Issued,Code Signing,0
18559,contoso.com\bmartin,CodeSigningCertificate,Barbara Martin,"CN=Barbara Martin, OU=Finance, DC=intra.contoso.local",RFC822:bmartin@contoso.com,Code Signing,2025-02-17 07:50:54,2027-02-17 07:50:54,1001041,2025-02-17 07:50:54,Issued,Code Signing,0
11936,contoso.com\hr-pc818$,UserCertificate,hr-pc818.intra.contoso.local,CN=hr-pc818.intra.contoso.local,"IP:192.168.215.52, DNS:hr-pc818.intra.contoso.local","Client Authentication, Secure Email",2023-04-27 23:39:43,2025-04-26 23:39:43,1001042,2023-04-27 23:39:43,Issued,"Client Authentication, Secure Email",0
28955,contoso.com\wesley.delgado,EncryptionCertificate,Wesley Delgado,"CN=Wesley Delgado, OU=Legal, DC=intra.contoso.local",URI:https://contoso.com/users/wesley.delgado,Secure Email,2023-07-29 15:51:49,2025-07-28 15:51:49,1001043,2023-07-29 15:51:49,Issued,Secure Email,0
23377,contoso.com\devonc,EncryptionCertificate,Devon Castro,"CN=Devon Castro, OU=Engineering, DC=intra.contoso.local","UPN:devonc@contoso.com, UPN:devonc@contoso.com",Secure Email,2023-03-30 12:07:16,2025-03-29 12:07:16,1001044,2023-03-30 12:07:16,Issued,Secure Email,0
28318,contoso.com\kelliott,AdminCertificate,Kathleen Elliott,"CN=Kathleen Elliott, OU=Engineering, DC=intra.contoso.local",UPN:kelliott@contoso.com,"Client Authentication, Any Purpose",2024-10-27 09:35:14,2026-10-27 09:35:14,1001045,2024-10-27 09:35:14,Issued,"Client Authentication, Any Purpose",0
17349,contoso.com\smurray,EncryptionCertificate,Sherry Murray,"CN=Sherry Murray, OU=IT, DC=intra.contoso.local","UPN:smurray@contoso.com, URI:https://contoso.com/users/smurray",Secure Email,2023-11-13 02:56:57,2025-11-12 02:56:57,1001046,2023-11-13 02:56:57,Issued,Secure Email,0
20329,contoso.com\leg-pc984$,VPNCertificate,leg-pc984.intra.contoso.local,CN=leg-pc984.intra.contoso.local,DNS:leg-pc984.intra.contoso.local,Client Authentication,2023-03-12 17:54:13,2025-03-11 17:54:13,1001047,2023-03-12 17:54:13,Issued,Client Authentication,0
12935,contoso.com\andreagonzalez,CodeSigningCertificate,Andrea Gonzalez,"CN=Andrea Gonzalez, OU=Operations, DC=intra.contoso.local",UPN:andreagonzalez@contoso.com,Code Signing,2023-03-13 03:45:33,2025-03-12 03:45:33,1001048,2023-03-13 03:45:33,Issued,Code Signing,0
24175,contoso.com\ambergilbert,UserCertificate,Amber Gilbert,"CN=Amber Gilbert, OU=Finance, DC=intra.contoso.local","RFC822:ambergilbert@contoso.com, UPN:ambergilbert@contoso.com, URI:https://contoso.com/users/ambergilbert","Client Authentication, Secure Email",2024-10-30 03:12:31,2026-10-30 03:12:31,1001049,2024-10-30 03:12:31,Issued,"Client Authentication, Secure Email",0
21641,contoso.com\donaldbowen,DomainControllerCertificate,Donald Bowen,"CN=Donald Bowen, OU=Finance, DC=intra.contoso.local",URI:https://contoso.com/users/donaldbowen,"Client Authentication, Server Authentication",2024-01-29 06:58:32,2026-01-28 06:58:32,1001050,2024-01-29 06:58:32,Issued,"Client Authentication, Server Authentication",0
26607,contoso.com\dakota.anderson,UserCertificate,Dakota Anderson,"CN=Dakota Anderson, OU=Operations, DC=intra.contoso.local",RFC822:dakota.anderson@contoso.com,"Client Authentication, Secure Email",2023-05-25 08:48:07,2025-05-24 08:48:07,1001051,2023-05-25 08:48:07,Issued,"Client Authentication, Secure Email",0
13608,contoso.com\sabrinam,EncryptionCertificate,Sabrina Mcgee,"CN=Sabrina Mcgee, OU=Legal, DC=intra.contoso.local","UPN:sabrinam@contoso.com, UPN:sabrinam@contoso.com, URI:https://contoso.com/users/sabrinam",Secure Email,2023-06-17 08:32:55,2025-06-16 08:32:55,1001052,2023-06-17 08:32:55,Issued,Secure Email,0
24221,contoso.com\sandrarice,DomainControllerCertificate,Sandra Rice,"CN=Sandra Rice, OU=HR, DC=intra.contoso.local","UPN:sandrarice@contoso.com, RFC822:sandrarice@contoso.com","Client Authentication, Server Authentication",2024-05-23 23:17:17,2026-05-23 23:17:17,1001053,2024-05-23 23:17:17,Issued,"Client Authentication, Server Authentication",0
27285,contoso.com\leg-pc258$,UnknownTemplate,leg-pc258.intra.contoso.local,CN=leg-pc258.intra.contoso.local,"DNS:leg-pc258.intra.contoso.local, IP:192.168.135.0",UnknownUsage,2023-07-18 11:44:17,2025-07-17 11:44:17,1001054,2023-07-18 11:44:17,Issued,UnknownUsage,0
14421,contoso.com\elizabethl,MachineCertificate,Elizabeth Lewis,"CN=Elizabeth Lewis, OU=Sales, DC=intra.contoso.local",RFC822:elizabethl@contoso.com,"Client Authentication, Server Authentication",2023-04-29 14:24:01,2025-04-28 14:24:01,1001055,2023-04-29 14:24:01,Issued,"Client Authentication, Server Authentication",0
11845,contoso.com\mary.jordan,DomainControllerCertificate,Mary Jordan,"CN=Mary Jordan, OU=HR, DC=intra.contoso.local",RFC822:mary.jordan@contoso.com,"Client Authentication, Server Authentication",2023-03-16 12:29:04,2025-03-15 12:29:04,1001056,2023-03-16 12:29:04,Issued,"Client Authentication, Server Authentication",0
25880,contoso.com\mar-pc922$,AdminCertificate,mar-pc922.intra.contoso.local,CN=mar-pc922.intra.contoso.local,IP:192.168.184.145,"Client Authentication, Any Purpose",2025-03-02 14:03:22,2027-03-02 14:03:22,1001057,2025-03-02 14:03:22,Issued,"Client Authentication, Any Purpose",0
13653,contoso.com\mikem,ServerCertificate,Mike Morales,"CN=Mike Morales, OU=HR, DC=intra.contoso.local","URI:https://contoso.com/users/mikem, UPN:mikem@contoso.com, UPN:mikem@contoso.com",Server Authentication,2024-12-08 13:45:50,2026-12-08 13:45:50,1001058,2024-12-08 13:45:50,Issued,Server Authentication,0
13962,contoso.com\kevinlee,DomainControllerCertificate,Kevin Lee,"CN=Kevin Lee, OU=Legal, DC=intra.contoso.local","RFC822:kevinlee@contoso.com, RFC822:kevinlee@contoso.com","Client Authentication, Server Authentication",2023-11-15 09:00:57,2025-11-14 09:00:57,1001059,2023-11-15 09:00:57,Issued,"Client Authentication, Server Authentication",0
23234,contoso.com\jasonh,EmailCertificate,Jason Huff,"CN=Jason Huff, OU=Legal, DC=intra.contoso.local",URI:https://contoso.com/users/jasonh,Secure Email,2024-05-29 19:58:27,2026-05-29 19:58:27,1001060,2024-05-29 19:58:27,Issued,Secure Email,0
16308,contoso.com\fin-pc990$,MachineCertificate,fin-pc990.intra.contoso.local,CN=fin-pc990.intra.contoso.local,"DNS:fin-pc990.intra.contoso.local, IP:172.19.83.167, DNS:fin-pc990.intra.contoso.local","Client Authentication, Server Authentication",2024-08-14 13:18:04,2026-08-14 13:18:04,1001061,2024-08-14 13:18:04,Issued,"Client Authentication, Server Authentication",0
15893,contoso.com\juliealexander,CodeSigningCertificate,Julie Alexander,"CN=Julie Alexander, OU=HR, DC=intra.contoso.local","URI:https://contoso.com/users/juliealexander, RFC822:juliealexander@contoso.com, UPN:juliealexander@contoso.com",Code Signing,2024-08-22 14:53:21,2026-08-22 14:53:21,1001062,2024-08-22 14:53:21,Issued,Code Signing,0
27252,contoso.com\danny.davis,ServerCertificate,Danny Davis,"CN=Danny Davis, OU=HR, DC=intra.contoso.local","URI:https://contoso.com/users/danny.davis, RFC822:danny.davis@contoso.com, URI:https://contoso.com/users/danny.davis",Server Authentication,2024-10-17 06:25:33,2026-10-17 06:25:33,1001063,2024-10-17 06:25:33,Issued,Server Authentication,0
19586,contoso.com\michellej,DomainControllerCertificate,Michelle Jones,"CN=Michelle Jones, OU=HR, DC=intra.contoso.local","RFC822:michellej@contoso.com, UPN:michellej@contoso.com, RFC822:michellej@contoso.com","Client Authentication, Server Authentication",2024-06-14 14:00:33,2026-06-14 14:00:33,1001064,2024-06-14 14:00:33,Issued,"Client Authentication, Server Authentication",0
19876,contoso.com\sstewart,CodeSigningCertificate,Scott Stewart,"CN=Scott Stewart, OU=IT, DC=intra.contoso.local",URI:https://contoso.com/users/sstewart,Code Signing,2024-11-10 20:22:24,2026-11-10 20:22:24,1001065,2024-11-10 20:22:24,Issued,Code Signing,0
27859,contoso.com\sal-pc843$,UnknownTemplate,sal-pc843.intra.contoso.local,CN=sal-pc843.intra.contoso.local,"DNS:sal-pc843.intra.contoso.local, IP:192.168.95.245",UnknownUsage,2023-11-12 01:03:28,2025-11-11 01:03:28,1001066,2023-11-12 01:03:28,Issued,UnknownUsage,0
29610,contoso.com\calvinburke,SMIMECertificate,Calvin Burke,"CN=Calvin Burke, OU=IT, DC=intra.contoso.local",RFC822:calvinburke@contoso.com,Secure Email,2024-11-04 02:29:47,2026-11-04 02:29:47,1001067,2024-11-04 02:29:47,Issued,Secure Email,0
21895,contoso.com\wesley.irwin,EncryptionCertificate,Wesley Irwin,"CN=Wesley Irwin, OU=Finance, DC=intra.contoso.local","UPN:wesley.irwin@contoso.com, UPN:wesley.irwin@contoso.com, URI:https://contoso.com/users/wesley.irwin",Secure Email,2024-06-06 04:56:53,2026-06-06 04:56:53,1001068,2024-06-06 04:56:53,Issued,Secure Email,0
23251,contoso.com\sal-pc681$,AdminCertificate,sal-pc681.intra.contoso.local,CN=sal-pc681.intra.contoso.local,"DNS:sal-pc681.intra.contoso.local, DNS:sal-pc681.intra.contoso.local","Client Authentication, Any Purpose",2024-04-16 06:43:15,2026-04-16 06:43:15,1001069,2024-04-16 06:43:15,Issued,"Client Authentication, Any Purpose",0
19215,contoso.com\marcusvilla,UserCertificate,Marcus Villa,"CN=Marcus Villa, OU=Marketing, DC=intra.contoso.local",UPN:marcusvilla@contoso.com,"Client Authentication, Secure Email",2023-06-03 23:53:33,2025-06-02 23:53:33,1001070,2023-06-03 23:53:33,Issued,"Client Authentication, Secure Email",0
19957,contoso.com\kelseychavez,AdminCertificate,Kelsey Chavez,"CN=Kelsey Chavez, OU=Legal, DC=intra.contoso.local",UPN:kelseychavez@contoso.com,"Client Authentication, Any Purpose",2023-04-02 02:54:36,2025-04-01 02:54:36,1001071,2023-04-02 02:54:36,Issued,"Client Authentication, Any Purpose",0
21284,contoso.com\ewilson,VPNCertificate,Emily Wilson,"CN=Emily Wilson, OU=Operations, DC=intra.contoso.local","URI:https://contoso.com/users/ewilson, URI:https://contoso.com/users/ewilson, UPN:ewilson@contoso.com",Client Authentication,2024-05-28 23:16:03,2026-05-28 23:16:03,1001072,2024-05-28 23:16:03,Issued,Client Authentication,0
25173,contoso.com\it-pc264$,MachineCertificate,it-pc264.intra.contoso.local,CN=it-pc264.intra.contoso.local,"IP:10.238.0.84, IP:192.168.190.160","Client Authentication, Server Authentication",2024-09-19 16:15:50,2026-09-19 16:15:50,1001073,2024-09-19 16:15:50,Issued,"Client Authentication, Server Authentication",0
22749,contoso.com\chadanderson,AdminCertificate,Chad Anderson,"CN=Chad Anderson, OU=IT, DC=intra.contoso.local","RFC822:chadanderson@contoso.com, URI:https://contoso.com/users/chadanderson, UPN:chadanderson@contoso.com","Client Authentication, Any Purpose",2024-11-14 19:26:05,2026-11-14 19:26:05,1001074,2024-11-14 19:26:05,Issued,"Client Authentication, Any Purpose",0
14872,contoso.com\migueljenkins,UnknownTemplate,Miguel Jenkins,"CN=Miguel Jenkins, OU=Operations, DC=intra.contoso.local",URI:https://contoso.com/users/migueljenkins,UnknownUsage,2024-12-22 04:16:21,2026-12-22 04:16:21,1001075,2024-12-22 04:16:21,Issued,UnknownUsage,0
22519,contoso.com\shannon.rodriguez,CodeSigningCertificate,Shannon Rodriguez,"CN=Shannon Rodriguez, OU=Legal, DC=intra.contoso.local","UPN:shannon.rodriguez@contoso.com, URI:https://contoso.com/users/shannon.rodriguez",Code Signing,2025-01-12 12:46:44,2027-01-12 12:46:44,1001076,2025-01-12 12:46:44,Issued,Code Signing,0
23290,contoso.com\ernestc,EncryptionCertificate,Ernest Combs,"CN=Ernest Combs, OU=HR, DC=intra.contoso.local","URI:https://contoso.com/users/ernestc, URI:https://contoso.com/users/ernestc, URI:https://contoso.com/users/ernestc",Secure Email,2024-01-14 09:22:21,2026-01-13 09:22:21,1001077,2024-01-14 09:22:21,Issued,Secure Email,0
29034,contoso.com\meganb,MachineCertificate,Megan Ballard,"CN=Megan Ballard, OU=HR, DC=intra.contoso.local",RFC822:meganb@contoso.com,"Client Authentication, Server Authentication",2024-01-06 18:18:37,2026-01-05 18:18:37,1001078,2024-01-06 18:18:37,Issued,"Client Authentication, Server Authentication",0
29776,contoso.com\jgoodwin,UnknownTemplate,Jacqueline Goodwin,"CN=Jacqueline Goodwin, OU=HR, DC=intra.contoso.local","URI:https://contoso.com/users/jgoodwin, RFC822:jgoodwin@contoso.com, URI:https://contoso.com/users/jgoodwin",UnknownUsage,2024-09-05 23:04:23,2026-09-05 23:04:23,1001079,2024-09-05 23:04:23,Issued,UnknownUsage,0
28271,contoso.com\fin-pc331$,EmailCertificate,fin-pc331.intra.contoso.local,CN=fin-pc331.intra.contoso.local,IP:10.15.14.111,Secure Email,2023-12-24 05:39:40,2025-12-23 05:39:40,1001080,2023-12-24 05:39:40,Issued,Secure Email,0
19169,contoso.com\eking,MachineCertificate,Erin King,"CN=Erin King, OU=Operations, DC=intra.contoso.local","URI:https://contoso.com/users/eking, UPN:eking@contoso.com","Client Authentication, Server Authentication",2023-03-11 18:21:03,2025-03-10 18:21:03,1001081,2023-03-11 18:21:03,Issued,"Client Authentication, Server Authentication",0
13789,contoso.com\steven.arnold,VPNCertificate,Steven Arnold,"CN=Steven Arnold, OU=IT, DC=intra.contoso.local",UPN:steven.arnold@contoso.com,Client Authentication,2023-11-01 05:54:34,2025-10-31 05:54:34,1001082,2023-11-01 05:54:34,Issued,Client Authentication,0
15955,contoso.com\eng-pc624$,EmailCertificate,eng-pc624.intra.contoso.local,CN=eng-pc624.intra.contoso.local,DNS:eng-pc624.intra.contoso.local,Secure Email,2024-11-25 04:40:43,2026-11-25 04:40:43,1001083,2024-11-25 04:40:43,Issued,Secure Email,0
29316,contoso.com\fin-pc313$,AdminCertificate,fin-pc313.intra.contoso.local,CN=fin-pc313.intra.contoso.local,"DNS:fin-pc313.intra.contoso.local, IP:192.168.126.35, IP:10.246.61.143","Client Authentication, Any Purpose",2024-11-29 08:23:57,2026-11-29 08:23:57,1001084,2024-11-29 08:23:57,Issued,"Client Authentication, Any Purpose",0
13827,contoso.com\jenna.archer,ServerCertificate,Jenna Archer,"CN=Jenna Archer, OU=Finance, DC=intra.contoso.local",RFC822:jenna.archer@contoso.com,Server Authentication,2023-06-17 05:53:03,2025-06-16 05:53:03,1001085,2023-06-17 05:53:03,Issued,Server Authentication,0
12641,contoso.com\hr-pc369$,DomainControllerCertificate,hr-pc369.intra.contoso.local,CN=hr-pc369.intra.contoso.local,DNS:hr-pc369.intra.contoso.local,"Client Authentication, Server Authentication",2024-08-26 10:19:20,2026-08-26 10:19:20,1001086,2024-08-26 10:19:20,Issued,"Client Authentication, Server Authentication",0
28991,contoso.com\amanda.dennis,VPNCertificate,Amanda Dennis,"CN=Amanda Dennis, OU=Sales, DC=intra.contoso.local",RFC822:amanda.dennis@contoso.com,Client Authentication,2024-07-04 15:53:24,2026-07-04 15:53:24,1001087,2024-07-04 15:53:24,Issued,Client Authentication,0
17048,contoso.com\eng-pc353$,MachineCertificate,eng-pc353.intra.contoso.local,CN=eng-pc353.intra.contoso.local,DNS:eng-pc353.intra.contoso.local,"Client Authentication, Server Authentication",2024-01-21 14:12:25,2026-01-20 14:12:25,1001088,2024-01-21 14:12:25,Issued,"Client Authentication, Server Authentication",0
18721,contoso.com\jonathon.lewis,VPNCertificate,Jonathon Lewis,"CN=Jonathon Lewis, OU=Engineering, DC=intra.contoso.local","UPN:jonathon.lewis@contoso.com, UPN:jonathon.lewis@contoso.com",Client Authentication,2025-02-23 15:03:43,2027-02-23 15:03:43,1001089,2025-02-23 15:03:43,Issued,Client Authentication,0
11736,contoso.com\tannera,ServerCertificate,Tanner Armstrong,"CN=Tanner Armstrong, OU=Marketing, DC=intra.contoso.local","UPN:tannera@contoso.com, RFC822:tannera@contoso.com",Server Authentication,2024-10-20 11:36:40,2026-10-20 11:36:40,1001090,2024-10-20 11:36:40,Issued,Server Authentication,0
22773,contoso.com\leg-pc354$,MachineCertificate,leg-pc354.intra.contoso.local,CN=leg-pc354.intra.contoso.local,IP:10.202.194.136,"Client Authentication, Server Authentication",2024-01-12 04:25:33,2026-01-11 04:25:33,1001091,2024-01-12 04:25:33,Issued,"Client Authentication, Server Authentication",0
16630,contoso.com\mshaw,EmailCertificate,Matthew Shaw,"CN=Matthew Shaw, OU=Sales, DC=intra.contoso.local","UPN:mshaw@contoso.com, RFC822:mshaw@contoso.com",Secure Email,2024-12-26 20:43:46,2026-12-26 20:43:46,1001092,2024-12-26 20:43:46,Issued,Secure Email,0
17870,contoso.com\eng-pc877$,DomainControllerCertificate,eng-pc877.intra.contoso.local,CN=eng-pc877.intra.contoso.local,"IP:172.26.26.89, IP:192.168.120.65, IP:10.74.208.227","Client Authentication, Server Authentication",2023-11-22 05:19:37,2025-11-21 05:19:37,1001093,2023-11-22 05:19:37,Issued,"Client Authentication, Server Authentication",0
21194,contoso.com\sellis,VPNCertificate,Sara Ellis,"CN=Sara Ellis, OU=Operations, DC=intra.contoso.local",RFC822:sellis@contoso.com,Client Authentication,2024-11-25 20:20:29,2026-11-25 20:20:29,1001094,2024-11-25 20:20:29,Issued,Client Authentication,0
14562,contoso.com\richardm,ServerCertificate,Richard Morris,"CN=Richard Morris, OU=Sales, DC=intra.contoso.local","URI:https://contoso.com/users/richardm, UPN:richardm@contoso.com",Server Authentication,2023-10-13 16:25:04,2025-10-12 16:25:04,1001095,2023-10-13 16:25:04,Issued,Server Authentication,0
18475,contoso.com\eng-pc170$,MachineCertificate,eng-pc170.intra.contoso.local,CN=eng-pc170.intra.contoso.local,"DNS:eng-pc170.intra.contoso.local, IP:10.65.97.225","Client Authentication, Server Authentication",2024-04-05 04:43:17,2026-04-05 04:43:17,1001096,2024-04-05 04:43:17,Issued,"Client Authentication, Server Authentication",0
12473,contoso.com\dfischer,UnknownTemplate,Deanna Fischer,"CN=Deanna Fischer, OU=Engineering, DC=intra.contoso.local",URI:https://contoso.com/users/dfischer,UnknownUsage,2023-09-04 09:18:43,2025-09-03 09:18:43,1001097,2023-09-04 09:18:43,Issued,UnknownUsage,0
20074,contoso.com\jasonwyatt,UserCertificate,Jason Wyatt,"CN=Jason Wyatt, OU=Sales, DC=intra.contoso.local",URI:https://contoso.com/users/jasonwyatt,"Client Authentication, Secure Email",2023-08-20 11:44:29,2025-08-19 11:44:29,1001098,2023-08-20 11:44:29,Issued,"Client Authentication, Secure Email",0
13591,contoso.com\donaldd,VPNCertificate,Donald Dunn,"CN=Donald Dunn, OU=Legal, DC=intra.contoso.local","UPN:donaldd@contoso.com, UPN:donaldd@contoso.com, RFC822:donaldd@contoso.com",Client Authentication,2023-11-14 02:21:11,2025-11-13 02:21:11,1001099,2023-11-14 02:21:11,Issued,Client Authentication,0
22980,contoso.com\kmcdonald,EmailCertificate,Kenneth Mcdonald,"CN=Kenneth Mcdonald, OU=Legal, DC=intra.contoso.local","RFC822:kmcdonald@contoso.com, RFC822:kmcdonald@contoso.com",Secure Email,2024-11-04 13:15:19,2026-11-04 13:15:19,1001100,2024-11-04 13:15:19,Issued,Secure Email,0
25002,contoso.com\eferguson,DomainControllerCertificate,Erin Ferguson,"CN=Erin Ferguson, OU=Legal, DC=intra.contoso.local","RFC822:eferguson@contoso.com, URI:https://contoso.com/users/eferguson","Client Authentication, Server Authentication",2023-07-23 09:41:07,2025-07-22 09:41:07,1001101,2023-07-23 09:41:07,Issued,"Client Authentication, Server Authentication",0
12578,contoso.com\sal-pc556$,CodeSigningCertificate,sal-pc556.intra.contoso.local,CN=sal-pc556.intra.contoso.local,"IP:172.25.75.60, IP:192.168.90.88",Code Signing,2024-04-19 17:29:57,2026-04-19 17:29:57,1001102,2024-04-19 17:29:57,Issued,Code Signing,0
15632,contoso.com\gregoryking,MachineCertificate,Gregory King,"CN=Gregory King, OU=IT, DC=intra.contoso.local","URI:https://contoso.com/users/gregoryking, RFC822:gregoryking@contoso.com","Client Authentication, Server Authentication",2023-07-26 10:03:20,2025-07-25 10:03:20,1001103,2023-07-26 10:03:20,Issued,"Client Authentication, Server Authentication",0
27403,contoso.com\shannon.white,CodeSigningCertificate,Shannon White,"CN=Shannon White, OU=Operations, DC=intra.contoso.local",RFC822:shannon.white@contoso.com,Code Signing,2023-04-21 00:34:16,2025-04-20 00:34:16,1001104,2023-04-21 00:34:16,Issued,Code Signing,0
12738,contoso.com\eng-pc611$,AdminCertificate,eng-pc611.intra.contoso.local,CN=eng-pc611.intra.contoso.local,"IP:10.2.18.115, DNS:eng-pc611.intra.contoso.local","Client Authentication, Any Purpose",2025-01-06 08:48:36,2027-01-06 08:48:36,1001105,2025-01-06 08:48:36,Issued,"Client Authentication, Any Purpose",0
24052,contoso.com\ehenderson,EncryptionCertificate,Edward Henderson,"CN=Edward Henderson, OU=Legal, DC=intra.contoso.local",RFC822:ehenderson@contoso.com,Secure Email,2024-03-13 19:02:38,2026-03-13 19:02:38,1001106,2024-03-13 19:02:38,Issued,Secure Email,0
25663,contoso.com\ryanb,MachineCertificate,Ryan Brown,"CN=Ryan Brown, OU=Operations, DC=intra.contoso.local",UPN:ryanb@contoso.com,"Client Authentication, Server Authentication",2023-12-03 23:30:19,2025-12-02 23:30:19,1001107,2023-12-03 23:30:19,Issued,"Client Authentication, Server Authentication",0
20638,contoso.com\mnelson,UnknownTemplate,Michael Nelson,"CN=Michael Nelson, OU=Operations, DC=intra.contoso.local","UPN:mnelson@contoso.com, URI:https://contoso.com/users/mnelson",UnknownUsage,2024-03-18 03:49:48,2026-03-18 03:49:48,1001108,2024-03-18 03:49:48,Issued,UnknownUsage,0
22415,contoso.com\ginaconway,AdminCertificate,Gina Conway,"CN=Gina Conway, OU=HR, DC=intra.contoso.local",UPN:ginaconway@contoso.com,"Client Authentication, Any Purpose",2025-01-03 18:02:16,2027-01-03 18:02:16,1001109,2025-01-03 18:02:16,Issued,"Client Authentication, Any Purpose",0
19631,contoso.com\dfrederick,ServerCertificate,Douglas Frederick,"CN=Douglas Frederick, OU=Marketing, DC=intra.contoso.local",URI:https://contoso.com/users/dfrederick,Server Authentication,2024-11-05 00:16:00,2026-11-05 00:16:00,1001110,2024-11-05 00:16:00,Issued,Server Authentication,0
13177,contoso.com\annestrada,AdminCertificate,Ann Estrada,"CN=Ann Estrada, OU=Finance, DC=intra.contoso.local",UPN:annestrada@contoso.com,"Client Authentication, Any Purpose",2024-08-17 05:42:52,2026-08-17 05:42:52,1001111,2024-08-17 05:42:52,Issued,"Client Authentication, Any Purpose",0
28931,contoso.com\eng-pc661$,VPNCertificate,eng-pc661.intra.contoso.local,CN=eng-pc661.intra.contoso.local,"DNS:eng-pc661.intra.contoso.local, DNS:eng-pc661.intra.contoso.local, DNS:eng-pc661.intra.contoso.local",Client Authentication,2024-01-01 09:46:16,2025-12-31 09:46:16,1001112,2024-01-01 09:46:16,Issued,Client Authentication,0
23851,contoso.com\stephanie.kaufman,DomainControllerCertificate,Stephanie Kaufman,"CN=Stephanie Kaufman, OU=Legal, DC=intra.contoso.local",URI:https://contoso.com/users/stephanie.kaufman,"Client Authentication, Server Authentication",2023-10-08 10:32:54,2025-10-07 10:32:54,1001113,2023-10-08 10:32:54,Issued,"Client Authentication, Server Authentication",0
16575,contoso.com\it-pc325$,DomainControllerCertificate,it-pc325.intra.contoso.local,CN=it-pc325.intra.contoso.local,"DNS:it-pc325.intra.contoso.local, DNS:it-pc325.intra.contoso.local, DNS:it-pc325.intra.contoso.local","Client Authentication, Server Authentication",2024-06-01 00:11:41,2026-06-01 00:11:41,1001114,2024-06-01 00:11:41,Issued,"Client Authentication, Server Authentication",0
29605,contoso.com\tgonzalez,CodeSigningCertificate,Thomas Gonzalez,"CN=Thomas Gonzalez, OU=Finance, DC=intra.contoso.local","URI:https://contoso.com/users/tgonzalez, RFC822:tgonzalez@contoso.com",Code Signing,2024-07-31 07:21:06,2026-07-31 07:21:06,1001115,2024-07-31 07:21:06,Issued,Code Signing,0
15076,contoso.com\karenb,UserCertificate,Karen Bradshaw,"CN=Karen Bradshaw, OU=Sales, DC=intra.contoso.local","RFC822:karenb@contoso.com, UPN:karenb@contoso.com","Client Authentication, Secure Email",2023-06-08 08:40:55,2025-06-07 08:40:55,1001116,2023-06-08 08:40:55,Issued,"Client Authentication, Secure Email",0
